chapter,verse,abenaki,english,french
3,11,"Ni maji niwaskwak namih8dit alkwag8bilit wdellak8lzin8, ta ni wdelli k8g8lwan8, Kia Kchiniwaskw wnam8na.","And unclean spirits when they saw him, fell down before him, and cried, saying, Thou art the Son of God.","Et lorsque les esprits mauvais le voyaient, ils se prosternaient devant lui et criaient : Tu es le Fils de Dieu !"
3,12,Nitta wmelki hl8n wajiba 8da wawihal8h8dikw.,And he straitly charged them that they should not make him known.,Mais il leur défendait vivement de le faire connaître.
3,13,"Ni wdakw8kkin wajok, ni owikwim8n t8nuhi achwalm8ji: ni wbai8n8 agma ait.","And he goeth up into a mountain, and calleth unto him whom he would: and they came unto him.","Jésus gravit la montagne, et il appela ceux qu'il voulait. Ils vinrent auprès de lui,"
3,14,"Ni wgisn8n niz8nkaw waji wijihlamgot ta waji pjidak8l8t wgiwi kinohomasin8,","And he ordained twelve, that they should be with him, and that he might send them forth to preach.","et il en institua douze pour qu'ils soient avec lui, et pour les envoyer prêcher"
3,15,"Ta waji waj8nmohodit mliksanw8gan wgigat8n8 akwamalsow8ganal, ta wzawhakan8 madah8nd8a.","And to have power to heal sicknesses, and to cast out devils:",avec le pouvoir de chasser les esprits mauvais.
3,16,Ni Simoa wdelli alni wihhl8n Pial.,And Simon he surnamed Peter;,"Donc, il institua les Douze : Pierre (c'est le nom qu'il donna à Simon),"
3,17,"Ni James, Zebedee wnam8na, ta Az8, James wijiaa; wdelli alni wihhl8n nihi tadbiwi Boanerges, idamowik, Pad8gi wnam8na.","And James the son of Zebedee, and John the brother of James; and he surnamed them Boanerges, which is, The sons of thunder:","Jacques, fils de Zébédée, et Jean, le frère de Jacques (il leur donna le nom de Boanerguès, c'est-à-dire : Fils du tonnerre),"
3,18,"Ta Ondla, ta Philip, ta Batalmi, ta Matio, ta Tom8, ta James Alpheus wnam8na ta Thaddeus ta Simo Kananiakik wjia.","And Andrew, and Philip, and Bartholomew, and Matthew, and Thomas, and James the son of Alphaeus, and Thaddaeus, and Simon the Canaanite.","André, Philippe, Barthélemy, Matthieu, Thomas, Jacques fils d'Alphée, Thaddée, Simon le Zélote,"
3,19,"Ta Judas Iskariot enna 8nkohlah8za Sazosa, ni wdellosan8 wigw8mek.","And Judas Iscariot, which also betrayed him: and they went into an house.","et Judas Iscariote, celui-là même qui le livra."
3,20,Ni mina masalkik wmaassan8 apgwachi 8da kizi mohawiak ab8na.,"And the multitude cometh together again, so they could not so much as eat bread.","Jésus entre dans une maison, où de nouveau la foule se rassemble, si bien qu'il n'était pas possible de manger."
3,21,"Ni wdaln8bama ni nodomellit nemm8 wdellosn8 waji kagaln8h8dit; t8nba idamok, wanakwada.","And when his friends heard of it, they went out to lay hold on him: for they said: He is beside himself.","Sa famille, l'apprenant, vint pour se saisir de lui, car ils affirmaient : Il a perdu la tête."
3,22,"Ni noji awikhigajik wadosajik Jerusalem wdidamenn8, kchi madah8doa abit8kw ta ali awakah8t madah8doak wz8gm8mw8 ni waji kizi sawhakat madah8doa.","And the scribes which came down from Jerusalem said, He hath Beelzebub, and by the prince of the devils casteth he out devils.","Les scribes, qui étaient descendus de Jérusalem, disaient : Il est possédé par Béelzéboul ; c'est par le chef des démons qu'il expulse les démons."
3,23,"Ni nihi owikwim8n ta tbaskodiganikai klozow8ganal awaka ahl8t, T8niba Madah8ndo wd8heli kizi sawhakan madah8ndoa?","And he called them unto him, and said unto them in parables, How can Satan cast out Satan?","Les appelant près de lui, Jésus disait en parabole : Comment Satan peut-il expulser Satan ?"
3,24,Ala kinjameswi tbaldamw8gan wijok8ssowiga 8dahaba ni kinjameswi tbaldamw8gan kizig8biwi.,"And if a kingdom be divided against itself, that kingdom cannot stand.","Si un royaume se divise, ce royaume ne peut pas tenir."
3,25,Ta wigw8m nihl8ji chajabneswiga enni wigw8m 8dahaba kizig8biwi.,"And if a house be divided against itself, that house cannot stand.","Si une famille se divise, cette famille ne pourra pas tenir."
3,26,"Ni achi Madah8ndo nihl8ji apchik8ssida ta chajabnezida, 8dahaba kizig8biwi wibiwi matanaskihla.","And if Satan rise up against himself, and be divided , he cannot stand, but hath an end.","Si Satan s'est dressé contre lui-même, s'il s'est divisé, il ne peut pas tenir ; c'en est fini de lui."
3,27,"Ondahaba awani kizi pidigawi mliksanwinno owigw8mek waji mgogn8t ol8badamw8gan, aiagaji ntami klabl8da nihi mliksanwinnoa, niji sibiwi kizi moziknemmaw8t owigw8m.","No man can enter into a strong man's house, and spoil his goods, except he will first bind the strong man; and then he will spoil his house.","Mais personne ne peut entrer dans la maison d'un homme fort et piller ses biens, s'il ne l'a d'abord ligoté. Alors seulement il pillera sa maison."
3,28,"Kwina kdhillebba mziwi saagawak8zw8ganal anhaldamaw8n8lji wskitkamigwinnoak ta nipsketdonkaw8ganal t8nitta 8lli nipsketdonkahadit,","Verily I say unto you, All sins shall be forgiven unto the sons of men, and blasphemies wherewith soever they shall blaspheme:","Amen, je vous le dis : Dieu pardonnera tout aux enfants des hommes, tous les péchés et tous les blasphèmes qu'ils auront faits."
3,29,Kanwa t8nwaji nipskim8t Wijiwliniwaskwiliji 8dahaba mimzedok8gwi anhaldam8wadw8gan ; wibiwi ns8n8gwzo lagwiwi askamalmekwzow8ganek.,"But he that shall blaspheme against the Holy Ghost hath never forgiveness, but is in danger of eternal damnation:","Mais si quelqu'un blasphème contre l'Esprit Saint, il n'obtiendra jamais le pardon. Il est coupable d'un péché pour toujours."
3,30,"Wz8mi idamok, maji niwaskwa abit8kw.","Because they said, He hath an unclean spirit.",Jésus parla ainsi parce qu'ils avaient dit : Il est possédé par un esprit impur.
3,31,"Ni ni wdali pai8lin wijiaa Sazos, ta wigawessa, ni kwajek wzakan8 pajidak8lwahadit waji wikwim8mek.","There came then his brethren, and his mother, and, standing without, sent unto him, calling him.","Alors arrivent sa mère et ses frères. Restant au-dehors, ils le font demander."
3,32,"Ni masalkik owiwnabitaw8n8, ta wdihl8n8 kinawa kigawes ta kijiaak kwajek aijik kgwilawahogok.","And the multitude sat about him, and they said unto him, Behold, thy mother and thy brethren without seek for thee.","Beaucoup de gens étaient assis autour de lui ; et on lui dit : Ta mère et tes frères sont là dehors, qui te cherchent."
3,33,"Ni wd8zidam8n, wdihl8n, awani nigawes, awanigik nijiaak?","And he answered them, saying, Who is my mother, or my brethren?",Mais il leur répond : Qui est ma mère ? qui sont mes frères ?
3,34,"Ni wgikinaw8n wiwnabit8goji, ni wdidamen, kinaokw nigawes ta nijiaak!","And he looked round about on them which sat about him, and said, Behold my mother and my brethren.","Et parcourant du regard ceux qui étaient assis en cercle autour de lui, il dit : Voici ma mère et mes frères."
3,35,"T8nba t8nwattahaji alalokat ali wlaldak Kchiniwaskw enna nijia, nid8pso ta nigawes.","For whoever shall do the will of God, the same is my brother, and my sister, and mother.","Celui qui fait la volonté de Dieu, celui-là est mon frère, ma soeur, ma mère."
4,1,"Ni mina wm8ja tali kigamin snojiwi sobagok, ni pita msalo maakad8goji agwachi ktolagok pozo ni sobagok wdain, ni nigik masalkik snojiwi sobagok wdain8.","And he began again to preach by the sea side: and there was gathered unto him a great multitude, so that he entered into a ship, and sat in the sea; and the whole multitude was by the sea on the land.","Jésus s'est mis une fois de plus à enseigner au bord du lac, et une foule très nombreuse se rassemble auprès de lui, si bien qu'il monte dans une barque où il s'assoit. Il était sur le lac et toute la foule était au bord du lac, sur le rivage."
4,2,"Ni msalet alagakim8t tbaskodiganikai klozw8ganal awaka, ta wdihl8 kagakim8t,","And he taught them many things by parables, and said unto them in his doctrine,","Il leur enseignait beaucoup de choses en paraboles, et il leur disait, dans son enseignement :"
4,3,Tbestamokw; tbaskolokw notkikat n8tkikat;,"Hearken; behold, there went out a sower to sow:",Écoutez ! Voici que le semeur est sorti pour semer.
4,4,"Ni pajitbihla akikat nahwhji adod8wdiamek pagesnol, ni wbajihl8n8 sipsizak ni wgetdamihl8n8.","And it came to pass, as he sowed, some fell by the way side, and the fowls of the air came and devoured it up.","Comme il semait, il est arrivé que du grain est tombé au bord du chemin, et les oiseaux sont venus et ils ont tout mangé."
4,5,"Nahwji pagesnol sennapskok adali 8da kwina kiwwinnokw; nitta s8kkahla, wz8mi 8da kpaktawi ki.","And some fell on stony ground, where it had not much earth; and immediately it sprang up, because it had no depth of earth:","Du grain est tombé aussi sur du sol pierreux, où il n'avait pas beaucoup de terre ; il a levé aussitôt, parce que la terre était peu profonde ;"
4,6,Nitta kizos wawabosat ni matkazada; ta ali 8da wajapkamwinnokw ni nbowipta.,"But when the sun was up, it was scorched; and because it had no root, it withered away.","et lorsque le soleil s'est levé, ce grain a brûlé et, faute de racines, il a séché."
4,7,"Nahwji pagesnol k8wizikok ni m8jagihidit k8wizak ni wnebaskwakamenn8, ni 8da kagwi wjignowi.","And some fell among thorns, and the thorns grew up, and choked it, and it yielded no fruit.","Du grain est tombé aussi dans les ronces, les ronces ont poussé, l'ont étouffé, et il n'a pas donné de fruit."
4,8,"Ni kdagil pagessen wlikkik ni s8kkahla mink8gan ta m8jagen ni pai8moo nahwji nsinska, nahwji ngwed8z kasinska, nahwji ngwettatgwa.","And other fell on good ground, and did yield fruit that sprang up and increased; and brought forth, some thirty, and some sixty, and some an hundred.","Mais d'autres grains sont tombés sur la bonne terre ; ils ont donné du fruit en poussant et en se développant, et ils ont produit trente, soixante, cent pour un."
4,9,"Ni wdihl8n, t8nwa watawagwit waji nodak nodach.","And he said unto them, He that hath ears to hear, let him hear.","Et Jésus disait : Celui qui a des oreilles pour entendre, qu'il entende !"
4,10,"Ni nakwtabit, ni nihi wiwnabit8goshani ta oskinnoma wnadotm8gon ni tbaskodigani klozw8gan.","And when he was alone, they that were about him with the twelve asked of him the parable.","Quand il resta seul, ses compagnons, ainsi que les Douze, l'interrogeaient sur les paraboles."
4,11,"Ni wdihl8n, kilw8w8 kmilgan8 waji wawaldamakw nolmi klozw8gan wajiawik wginjameswi tbaldamw8ganek Kchiniwaskw: kanwa wji nigik kwajek aijik mziwi kagwi tbaskodigani wit8zo.","And he said unto them, Unto you it is given to know the mystery of the kingdom of God: but not them that are without, all these things are done in parables.","Il leur disait : C'est à vous qu'est donné le mystère du royaume de Dieu ; mais à ceux qui sont dehors, tout se présente sous l'énigme des paraboles,"
4,12,"Ali 8lawi paz8bihidit kiziba namitak, kanwa 8da wawinamawiak; ta nodamohodit kizi nodamok, kanwa 8da wawtamowiak; kagnahaba 8nalzoak ta wzaagawak8zw8ganow8l anhaldamaw8n8l.","That seeing they may see, and not perceive; and hearing they may hear, and not understand; lest at any time they should be converted, and their sins should be forgiven them.","afin que se réalise la prophétie :Ils pourront bien regarder de tous leurs yeux,mais ils ne verront pas ;ils pourront bien écouter de toutes leurs oreilles,mais ils ne comprendront pas ;sinon ils se convertiraientet recevraient le pardon."
4,13,"Ni wdihl8n, 8da kowawtamown8 u nolmi klozw8gan? t8nijinawa kdelli wawtamn8 kdagil nolmi klozw8ganal?","And he said unto them, Know ye not this parable? and how then will ye know all parables?","Il leur dit encore : Vous ne saisissez pas cette parabole ? Alors, comment comprendrez-vous toutes les paraboles ?"
4,14,Notkikat na akikat ketw8gan.,The sower soweth the word.,Le semeur sème la Parole.
4,15,"Ugik nawa 8wdik pagessigik t8ni ketw8gan adalkigamek; kizi nodamohodit, nitta madah8ndo wbajihl8n ni wgajipton ni ketw8gan adalkikamgup wlaw8ganow8k.","And these are they by the way side, where the word is sown; but when they have heard, Satan cometh immediately and taketh away the word that was sown in their hearts.","Ceux qui sont au bord du chemin où la Parole est semée, quand ils l'entendent, Satan survient aussitôt et enlève la Parole semée en eux."
4,16,"Ugik kanwa achi adalkikamgik senapskok, nodamohodit ketw8gan nitta owiagi ntonmenn8.","And these are they likewise which are sown on stony ground; who, when they have heard the word, immediately receive it with gladness;","Et de même, ceux qui ont reçu la semence dans les endroits pierreux : ceux-là, quand ils entendent la Parole, ils la reçoivent aussitôt avec joie ;"
4,17,"Kanwa ali 8da wajakomihidikw 8da sipki s8glaliwiak, almitibihl8k t8ni adaji wzigi lidw8gan ala kadonaldow8gan pai8mwik wji ketw8gan, nitta wbennihl8n8.","And have no root in themselves, and so endure but for a time: afterward, when affliction or persecution ariseth for the word's sake, immediately they are offended.","mais ils n'ont pas en eux de racine, ce sont les hommes d'un moment ; quand vient la détresse ou la persécution à cause de la Parole, ils tombent aussitôt."
4,18,"Ni ugik adalkikamgik k8wizikok; t8nugik nodagik ketw8gan,","And these are they which are sown among thorns; such as hear the word,","Et il y en a d'autres qui ont reçu la semence dans les ronces : ceux-ci entendent la Parole,"
4,19,"Ni 8zoka ali wdamidah8d8zik alni lidw8gan ta ali nbakadaswi palosalwaik wilawigw8gan ta ali wigidah8d8zik kdagil kagwessol pidigaik, wji nbaskwak8zo ketw8gan, ni 8da mink8ziwi.","And the cares of this world, and the deceitfulness of riches, and the lusts of other things entering in, choke the word, and it becometh unfruitful.","mais les soucis du monde, les séductions de la richesse et tous les autres désirs les envahissent et étouffent la Parole, qui ne donne pas de fruit."
4,20,"Ni ugik adalkikamgik wlikkik, t8nugik nodagik ketw8gan ta natongik, ta mink8zijik, nahwji nsinska, nahwji ngwedd8z kasinska, nahwji ngwettatgwa.","And these are they which are sown on good ground; such as hear the word, and receive it, and bring forth fruit, some thirtyfold, some sixty, and some an hundred.","Et il y a ceux qui ont reçu la semence dans la bonne terre : ceux-là entendent la Parole, ils l'accueillent, et ils portent du fruit : trente, soixante, cent pour un."
4,21,"Ni wdihl8n, wasanm8gan nawa pad8zo waji pon8zik nagwiwi tbahiganek, ala nagwiwi abonek? 8daki waji pon8zik wasanm8ganakwamek?","And he said unto them, Is a candle brought to be put under a bushel, or under a bed? and not to be set on a candlestick?",Jésus disait encore : Est-ce que la lampe vient pour être mise sous le boisseau ou sous le lit ? N'est-ce pas pour être mise sur le lampadaire ?
4,22,"Wz8mi 8dat8m8 kagwi k8ttawi t8niji 8da wawithleddimmokw, achi 8da kagwi kig8ji nanawald8ziwissa wibiwidaki chowi sissa wawihad8zossa.","For there is nothing hid, which shall not be manifested; neither was any thing kept secret, but that it should come abroad.","Car rien n'est caché, sinon pour être manifesté ; rien n'a été gardé secret, sinon pour venir au grand jour."
